"","date_time.x","...1.x","time.x","discharge_flow","i.rn","water_level","water_temp","wind_speed","wind_direction","max_wind_speed","signif_wave_height","max_wave_height","wave_period","wave_direction","flow_east_west","flow_north_south","i.rn.1","sample","location.x","date.x","i.time","PO4","NOx","NH4","NO2","NO3","temperature.x","salinity","Chl_a","Phaeo","Chl_a_conc","f0","fa","ddpcr","i.date.x","time_extrap","Unidentified green/white","Unidentified yellow/mauve","V. alginolyticus","V. cholerae","V. parahaemolyticus","v_vulnificus","V. vulnificus/V. cholerae","Total","total_cell_counts","D_4_2","MCPA","ClofibricAcid","Dichlorprop","Mecoprop","Fenofibrat","Metoprolol","Propranolol","Bentazone","Chlorotoluron","Isoproturon","Terbutryn","Diuron","Irgarol","Sulfamethoxazole","Caffeine","Desisopropylatrazine","Chloridazone","Simazine","Propyphenazone","Carbamazepine","Atrazine","Diflufenican_AE_B107137","Terbuthylazine","Diclofenac","Diflufenican","Trimethoprim","Metazachlor","DHB_4","BP_4","BP_2","BP_1","BP_3","UV_P","OC","OD_PABA","Sample ID","Time of Day","Conductivity","Salinity (PSU)","Number of CTD measurements taken","...9","MESS_DATUM","quality_windspeed","max_windspeed","mean_windspeed","precipitation_height","precipitation_form","sunshine_duration","snow_depth","mean_cloud_cover","mean_vapor_pressure","mean_pressure","mean_temperature","mean_relative_humidity","max_temp_2m","min_temp_2m","min_temp_5cm","downward_radiation","diffuse_solar_radiation","incoming_solar_radiation","sunshine_duration_solar","date-1","X","OTU_16S_25709","OTU_16S_25947","OTU_16S_33238","v_vul_total_abundance","flow_cyt_v_vul","rn","lon.x","lat.x","date_time.y","TIME_QC","DEPH","STATION","temp.x","TEMP_QC","TEMP_DM","date.y","i.date.y","temp_2","location.y","diff","temp_name","temp_2_name","comparison","kueh_adjusted","temperature.y","lon.y","lat.y","O2","bathymetry","salt","temp.y","uu","vv","lat_lon","...1.y","lon","lat","date","location","siconc","ssh_1m","date_time","mixed_layer_thickness_1h","ssh_1_h","salinity_1h","salinity_sea_floor_1h","temp_potent_1h","velocity_south_1h","velocity_north_1h","velocity_upward_1h","time.y"
"1",2022-04-21 09:44:00,1,00:00:00,10.6,"2939",5.22,6.4,5.2,35,6.2,0.26,0.57,3.6,18,-0.07,-0.68,"1","S03T1622","Borgerende",2022-04-21,NA,0.05,0.64,1.35,0.31,0.33,NA,NA,1.137484696,1.829052543,2.091408,88,65.1,0,"21/04/2022",09:44:00,0,0,0,0,0,0,0,0,913398.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56008299037462,0,0,1.98,0,0,0,0,0,0,2.15,0,0,0,0,0,0,8.1951031364155,0,32.8990496742783,0,NA,NA,NA,NA,NA,NA,20220421,10,10.4,5.4,0,0,9.433,0,4.4,8.5,1014.87,8.2,78.42,13,6.4,4.3,-999,1033,1769,9.3,"22.04.2022",626,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118304",11.7299995422363,54.1500015258789,2022-04-21 09:44:00,1,1,"Kuehlungsborn",7.30000019073486,1,"R",2022-04-21,2022-04-21,NA,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,6.61719177609812,6.61719177609812,11.881397300885,54.1518244186047,360.893798828125,4.83675575256348,14.4577713012695,6.74151229858398,-0.00228499714285135,-0.00417049461975694,"54.151824,11.881397",2,11.90275,54.15824,2022-04-21,"Borgerende",0,-0.282670348882675,2022-04-21 09:44:00,12.3949146270752,-0.184287324547768,16.5885372161865,17.7565536499023,6.43446779251099,-0.184490486979485,-0.0577649362385273,-3.59199179911229e-06,09:44:00
"2",2022-04-25 09:54:00,1,00:00:00,10.6,"3516",5.06,6.7,4,26,5,0.38,0.65,3.9,48,0,0,"2","S03M1722","Borgerende",2022-04-25,NA,0.04,0.6,0.58,0.12,0.48,NA,NA,1.023239508,2.563035157,2.3599638,99.3,78.7,0,"25/04/2022",09:54:00,0,0,0,0,0,0,0,0,767326.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72757898693565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,12.2728883337915,0,NA,NA,NA,NA,NA,NA,20220425,10,8.4,3.8,0,0,13.933,0,1.8,7.5,1012.07,7.1,74.67,10.1,4.4,-1.4,2282,466,2433,14.1,"26.04.2022",1193,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118400",11.7299995422363,54.1500015258789,2022-04-25 09:54:00,1,1,"Kuehlungsborn",7.90000009536743,1,"R",2022-04-25,2022-04-25,NA,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,7.21719168073069,7.21719168073069,11.881397300885,54.1518244186047,350.808227539062,4.83675575256348,15.9777975082397,6.36665153503418,-0.0181071646511555,-0.0097782788798213,"54.151824,11.881397",16,11.90275,54.15824,2022-04-25,"Borgerende",0,-0.282670348882675,2022-04-25 09:54:00,9.86182117462158,-0.318120509386063,16.5926609039307,17.0944309234619,6.48088407516479,0.00726890238001943,0.0950564444065094,-2.7381745439925e-06,09:54:00
"3",2022-04-28 09:58:46,697,10:00:00,16,"3949",5.06,6.7,4,26,5,0.38,0.65,3.9,48,0,0,"3","S03T1722","Borgerende",2022-04-28,07:58:46,0.08,0.87,0.7,0.03,0.84,9.516453643,13.7743198,0.769913222,0.911580236,1.2453384,52.4,36.9,0,"28/04/2022",09:58:46,0,0,0,0,0,0,0,0,1071749.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,9.31871292745873,0,0,1.98,0,3.06,2.46,0,0,0,0,0,0,0,0,0,0,6.75301754968698,5.84,64.5069426847257,0,NA,NA,NA,NA,NA,NA,20220428,10,7.6,3.8,0,0,7.9,0,3.4,8.9,1027.25,9,78.38,12,6,6.2,-999,781,1912,8,"29.04.2022",679,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118472",11.7299995422363,54.1500015258789,2022-04-28 09:58:46,1,1,"Kuehlungsborn",8.80000019073486,1,"R",2022-04-28,2022-04-28,9.516453643,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,8.11719177609812,9.516453643,11.881397300885,54.1518244186047,359.0419921875,4.83675575256348,15.0021514892578,8.11019515991211,0.0356272161006927,0.00770173594355583,"54.151824,11.881397",31,11.90275,54.15824,2022-04-28,"Borgerende",0,-0.282670348882675,2022-04-28 09:58:46,9.77979183197021,-0.42010685801506,8.53443431854248,16.8695411682129,7.42600536346436,-0.196982800960541,-0.223747029900551,-2.82752466773672e-06,09:58:46
"4",2022-05-02 09:45:08,25240,09:45:00,6.5,"4524",5.06,6.7,2.2,341,2.8,0.38,0.65,3.9,48,0,0,"4","S03M1822","Borgerende",2022-05-02,07:45:08,0.08,0.77,1.03,0.03,0.74,10.19910608,11.50856109,NA,NA,NA,NA,NA,0,"02/05/2022",09:45:08,0,0,0,0,0,0,0,0,821618.933333333,0,0,0,0,0,0,27.9388530166213,0,0,0,0,0,0,0,3.73851166451803,14.0277517271358,0,0,1.98,0,13.0361373993737,0,0,0,18.8687064691922,0,0,0,0,9.38,0,0,7.90156650182279,0,28.0665262610643,0,NA,NA,NA,NA,NA,NA,20220502,10,8.3,2.8,0,6,13.2,0,1.3,7.7,1018.33,9.7,64.29,12.7,3.7,2.7,-999,638,2406,13.2,"03.05.2022",70,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118567",11.7299995422363,54.1500015258789,2022-05-02 09:45:08,1,1,"Kuehlungsborn",10.3000001907349,1,"R",2022-05-02,2022-05-02,10.19910608,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,9.61719177609812,10.19910608,11.881397300885,54.1518244186047,349.760833740234,4.83675575256348,11.7253475189209,9.7727222442627,0.021152013912797,0.0037201524246484,"54.151824,11.881397",45,11.90275,54.15824,2022-05-02,"Borgerende",0,-0.282670348882675,2022-05-02 09:45:08,9.7299222946167,-0.482108235359192,8.5403470993042,15.8985815048218,9.01777839660645,-0.0858464688062668,-0.131160601973534,-7.11702696776229e-09,09:45:08
"5",2022-05-05 09:32:06,37756,09:30:00,8,"4954",5.06,6.7,2.6,334,3.1,0.38,0.65,3.9,48,0,0,"5","S03T1822","Borgerende",2022-05-05,07:32:06,0.08,0.53,1.38,0,0.53,11.34957913,12.11553871,0.665602399,0.69690856,1.0290678,43.3,29.9,0,"05/05/2022",09:32:06,0,0,0,0,0,0,0,0,519134.933333333,0,0,0,0,0,0,26.5452483404244,0,0,0,0,0,0,0,4.01080634340323,8.87608509112805,0,0,0,0,8.82834464223938,2.46,0,0,0,0,0,0,0,0,0,0,4.06,0,31.1762285432836,0,NA,NA,NA,NA,NA,NA,20220505,10,6.8,3.3,0,0,14.417,0,2.5,9.4,1019.96,10.4,74.42,12.9,5.9,1.8,-999,574,2574,14.4,"06.05.2022",177,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118638",11.7299995422363,54.1500015258789,2022-05-05 09:32:06,1,1,"Kuehlungsborn",11,1,"R",2022-05-05,2022-05-05,11.34957913,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,10.3171915853633,11.34957913,11.881397300885,54.1518244186047,343.075500488281,4.83675575256348,10.9099216461182,10.6870450973511,-0.00838765595108271,-0.00224134419113398,"54.151824,11.881397",60,11.90275,54.15824,2022-05-05,"Borgerende",0,-0.282670348882675,2022-05-05 09:32:06,9.78675937652588,-0.411444336175919,8.62243938446045,14.1132516860962,9.81663990020752,0.0361214615404606,0.0336303263902664,-2.93793527816888e-06,09:32:06
"6",2022-05-09 09:14:59,3856,09:15:00,11.4,"5528",5.06,6.7,1.3,184,3.3,0.38,0.65,3.9,48,0,0,"6","S03M1922","Borgerende",2022-05-09,07:14:59,NA,NA,NA,NA,NA,12.75761189,12.51809327,0.685471127,0.394512476,0.891225,37.5,23.7,0,"09/05/2022",09:14:59,0,0,0,0,0,0,0,0,725703.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.503594503819,0,0,1.98,0,5.91360834613919,0,0,0,0,0,0,0,0,0,0,0,5.93762574201769,0,84.7302480330644,0,NA,NA,NA,NA,NA,NA,20220509,10,8.6,3.6,0,0,12.25,-999,2.5,8.8,1026.2,13.5,60.33,20.6,6.3,2.8,2608,620,2536,12.2,"10.05.2022",1073,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118734",11.7299995422363,54.1500015258789,2022-05-09 09:14:59,1,1,"Kuehlungsborn",12.1000003814697,1,"R",2022-05-09,2022-05-09,12.75761189,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,11.417191966833,12.75761189,11.881397300885,54.1518244186047,339.400054931641,4.83675575256348,8.7330379486084,12.3037261962891,0.0224399026483297,0.00386819313280284,"54.151824,11.881397",74,11.90275,54.15824,2022-05-09,"Borgerende",0,-0.282670348882675,2022-05-09 09:14:59,9.80980682373047,-0.382788807153702,9.20021915435791,14.4727802276611,10.8577575683594,-0.0440316796302795,0.0518255829811096,2.03801221232425e-07,09:14:59
"7",2022-05-12 09:40:00,12563,09:40:00,9.9,"5963",5.06,6.7,5.6,302,7.9,0.38,0.65,3.9,48,0,0,"7","S03T1922","Borgerende",2022-05-12,NA,0.15,0.96,-0.32,0.03,0.93,13.094,12.965,0.958666141,1.315223386,1.6446072,69.2,49.9,0,"12/05/2022",09:40:00,0,0,0,0,0,0,0,0,1104454.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9950609826077,0,0,1.98,0,3.06,0,0,0,0,0,0,0,0,0,0,0,7.02506494551756,0,199.916754198152,0,NA,NA,NA,NA,NA,NA,20220512,10,15.9,6.6,0,0,9.783,0,5.2,11.3,1011.31,13.5,73.08,16.7,10.3,8.7,2784,811,2445,9.7,"13.05.2022",1207,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118806",11.7299995422363,54.1500015258789,2022-05-12 09:40:00,1,1,"Kuehlungsborn",13.3000001907349,1,"R",2022-05-12,2022-05-12,13.094,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,12.6171917760981,13.094,11.881397300885,54.1518244186047,333.808715820312,4.83675575256348,9.45599365234375,13.0008344650269,0.0198117047548294,0.00308524118736386,"54.151824,11.881397",89,11.90275,54.15824,2022-05-12,"Borgerende",0,-0.282670348882675,2022-05-12 09:40:00,11.240665435791,-0.311068743467331,9.63272285461426,11.1141920089722,12.3209552764893,0.100283458828926,0.0905166417360306,-4.00869539589621e-05,09:40:00
"8",2022-05-16 08:54:00,29262,08:55:00,1.9,"6534",5.06,6.7,0.2,107,0.2,0.38,0.65,3.9,48,0,0,"8","S03M2022","Borgerende",2022-05-16,NA,0.07,0.94,0.21,0.03,0.91,NA,NA,1.067944147,0.631776882,1.3974408,58.8,37.3,0,"16/05/2022",08:54:00,0,0,0,0,0,0,0,0,2942497.13333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,11.485527490331,0,0,0,0,3.06,4.11084116286051,0,4.63,0,0,0,0,0,0,0,0,6.90949501494414,0,60.4988956672851,0,NA,NA,NA,NA,NA,NA,20220516,10,12,3.9,0,0,13.017,0,6.2,10.8,1018.43,14.2,66.92,18.3,8.8,4.9,2670,1226,2543,12.8,"17.05.2022",196,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118902",11.7299995422363,54.1500015258789,2022-05-16 08:54:00,1,1,"Kuehlungsborn",13.8000001907349,1,"R",2022-05-16,2022-05-16,NA,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,13.1171917760981,13.1171917760981,11.881397300885,54.1518244186047,326.234649658203,4.83675575256348,8.94136238098145,13.2342672348022,-0.0357071422040462,-0.0122908353805542,"54.151824,11.881397",103,11.90275,54.15824,2022-05-16,"Borgerende",0,-0.282670348882675,2022-05-16 08:54:00,9.96328830718994,-0.191967666149139,10.1360883712769,13.0915575027466,12.5464706420898,-0.0737796053290367,-0.0559530071914196,1.16316609677369e-08,08:54:00
"9",2022-05-19 08:44:00,41779,08:45:00,5.4,"6965",5.06,6.7,0.2,200,1.6,0.38,0.65,3.9,48,0,0,"9","S03T2022","Borgerende",2022-05-19,NA,0.01,0.9,0.29,0.01,0.89,NA,NA,0.5265213,0.498779589,0.7866546,33.1,22.5,0,"19/05/2022",08:44:00,0,0,0,0,0,0,0,0,825496.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220519,10,18.8,3.7,4.2,6,8.667,0,6,15,1016.26,22.5,58.5,29.8,16.1,15.3,3226,1081,2101,8.6,"20.05.2022",698,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.118973",11.7299995422363,54.1500015258789,2022-05-19 08:44:00,1,1,"Kuehlungsborn",13.3000001907349,1,"R",2022-05-19,2022-05-19,NA,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,12.6171917760981,12.6171917760981,11.881397300885,54.1518244186047,309.171691894531,4.83675575256348,13.753794670105,9.6305570602417,-0.00807994697242975,-0.00414460524916649,"54.151824,11.881397",118,11.90275,54.15824,2022-05-19,"Borgerende",0,-0.182384476065636,2022-05-19 08:44:00,9.76281929016113,-0.441208273172379,12.9977188110352,14.2843732833862,12.6970567703247,0.124983415007591,0.0394145771861076,3.01714038641876e-07,08:44:00
"10",2022-05-23 08:44:00,58439,08:45:00,2.5,"7541",5.06,6.7,0.2,185,0.2,0.38,0.65,3.9,48,0,0,"10","S03M2122","Borgerende",2022-05-23,NA,0.09,1.12,0.17,0.05,1.07,NA,NA,0.481816662,0.552598013,0.7700184,32.4,22.7,2.90354430675507,"23/05/2022",08:44:00,0,0,0,0,0,0,0,0,1127980.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45050822315154,12.463075868871,0,4.1,1.98,0,4.34341809598385,2.46,0,0,0,0,0,0,0,0,0,0,8.97529028908373,0,51.9390750022644,0,NA,NA,NA,NA,NA,NA,20220523,10,13.4,4.9,2.1,6,14.317,0,4.3,10.2,1006.33,17,55.04,22.3,10.4,7.8,2765,-999,2651,-999,"24.05.2022",491,0,0,0,0,0,"data_all/kuehlungsborn_data/NO_TS_MO_Kuehlungsborn.nc.119067",11.7299995422363,54.1500015258789,2022-05-23 08:44:00,1,1,"Kuehlungsborn",13.8000001907349,1,"R",2022-05-23,2022-05-23,NA,"Borgerende",0,11.1644860093839,10.4816775947471,0.682808414636744,13.1171917760981,13.1171917760981,11.881397300885,54.1518244186047,319.269805908203,4.83675575256348,10.2296953201294,14.1218185424805,0.0217401217669249,0.00250145862810314,"54.151824,11.881397",132,11.90275,54.15824,2022-05-23,"Borgerende",0,-0.182384476065636,2022-05-23 08:44:00,9.87202930450439,-0.305428981781006,12.0066213607788,12.367223739624,13.3867340087891,-0.0499459393322468,-0.0136209242045879,8.36805782000738e-07,08:44:00
